Song Name,Duration,Album,Artists
Scale It Back - Radio Edit,3:67,Reconstructed : The Best Of DJ Shadow (Deluxe Edition),"DJ Shadow, Little Dragon"
State Line,2:87,The Dip,The Dip
Don't Know What's Normal,4:51,Don't Know What's Normal,Shintaro Sakamoto
Misfit Love,5:66,Era Vulgaris,Queens of the Stone Age
3's & 7's,3:57,Era Vulgaris,Queens of the Stone Age
In The Fade/Feel Good Hit Of The Summer (Reprise),4:42,Rated R - Deluxe Edition,Queens of the Stone Age
Anemone,5:57,Their Satanic Majesties' Second Request,The Brian Jonestown Massacre
Clint Eastwood,3:73,Traveler,Trey Anastasio
Drawn,5:56,Drawn,"De La Soul, Little Dragon"
Leap Of Faith,3:1,God First,"Mr Jukes, De La Soul, Horace Andy"
Pyrite Blue,4:59,The Chants,"J-E-T-S, JIMMY EDGAR, Machinedrum, Jesse Boykins III"
Freshies,2:72,12,Keller Williams
Life of the Party,5:08,Life of the Party EP,Ghostland Observatory
Hallucinate a Solution (feat. Neal Casal),20:54,Interludes For The Dead (feat. Neal Casal),"Circles Around The Sun, Neal Casal"
Waves,6:5,Primitives,Bayonne
Sagaba,4:3,Blue Scholars,Blue Scholars
I'm Not Ready,4:09,Love Slacker,Yeek
Happy Hours,2:63,Moka,L'Indécis
Breeze,2:2,Chillhop Raw Cuts,"The Deli, Various Artists"
Saving a Life,2:65,Sonata De Grillo,Richard Houghten
Cosmic Love,3:18,Man About Town,Mayer Hawthorne
Nugget,3:97,Fashion Nugget,CAKE
"Styrofoam Boots/It's All Nice on Ice, Alright",6:89,The Lonesome Crowded West,Modest Mouse
The Mollusk,2:62,The Mollusk,Ween
Lysergic Bliss,4:07,Satanic Panic In The Attic,of Montreal
Cool Your Heart,3:82,Dirty Projectors,"Dirty Projectors, Dawn Richard"
The Distance,2:99,Fashion Nugget,CAKE
This Ain't A Surfin' Movie,4:88,Menos El Oso,Minus the Bear
Missed the Boat,4:41,We Were Dead Before The Ship Even Sank,Modest Mouse
Tear It Down,4:34,Hot Thoughts,Spoon
Harpoon Fever (Queequeg's Playhouse),3:33,Rabbit Habits,Man Man
Campus,2:94,Vampire Weekend,Vampire Weekend
No Destruction,4:94,We Are the 21st Century Ambassadors of Peace & Magic,Foxygen
Broke,3:32,Building Nothing out of Something,Modest Mouse
my fair lady,4:42,Innocence Reaches,of Montreal
No Intention,4:29,Bitte Orca,Dirty Projectors
Trailer Trash,5:83,The Lonesome Crowded West,Modest Mouse
White Mystery,4:66,Planet of Ice (Deluxe Edition),Minus the Bear
Up In Hudson,7:51,Dirty Projectors,Dirty Projectors
Dogs,17:09,Animals,Pink Floyd
Learning to Fly,4:87,A Momentary Lapse of Reason,Pink Floyd
Marooned,5:51,The Division Bell,Pink Floyd
Comfortably Numb,6:37,The Wall,Pink Floyd
"Another Brick in the Wall, Pt. 2",3:98,The Wall,Pink Floyd
Wish You Were Here,5:58,Wish You Were Here,Pink Floyd
Shine On You Crazy Diamond (Pts. 1-5),13:52,Wish You Were Here,Pink Floyd
My Belly,2:42,My Belly,Aesop Rock
Show You the Way,3:58,Drunk,"Thundercat, Michael McDonald, Kenny Loggins"
WEIGHT OFF,2:6,99.9%,"KAYTRANADA, BADBADNOTGOOD"
Fall in Love,4:2,Digging the Blogosphere,BADBADNOTGOOD
911 / Mr. Lonely (feat. Frank Ocean & Steve Lacy),4:26,Flower Boy,"Tyler, The Creator, Frank Ocean, Steve Lacy"
Stop the Dams,5:65,D-Sides,Gorillaz
Spitting out the Demons,5:18,D-Sides,Gorillaz
So Fine,4:0,The Other Day,Pomo
Separator,5:32,The King Of Limbs,Radiohead
A Tune for Jack,6:76,Lemon Jelly.ky,Lemon Jelly
Springful,5:21,Gist Is,Adult Jazz
The Force,3:7,Crush,Lettuce
Had Ten Dollaz,4:2,Had Ten Dollaz,Cherry Glazerr
Farewell Spaceman,6:59,The Music Scene,Blockhead
Alberto Balsalm,5:18,...I Care Because You Do,Aphex Twin
It Is What It Is,5:12,Cupid Deluxe,Blood Orange
Prelude/Kiara/Ten Tigers - Live,8:16,The North Borders Tour. — Live.,Bonobo
Daffodils (feat. Kevin Parker),4:97,Uptown Special,"Mark Ronson, Kevin Parker"
As I Lay Dying,3:88,F10RIDA,Diplo
Ra Rise,3:8,Golden Skies,Mono/Poly
Summertime,4:32,Summertime '06,Vince Staples
Lovely,1:59,Wet Glass,Milk Flud
Your Party,4:14,La Cucaracha,Ween
September 22nd,2:76,Four Walls and an Amplifier,Brock Berrigan
Hot Dreams - Absolutely Free Dub Mix,5:06,Hot Dreams (Remixes),Timber Timbre
Blue In Green,3:35,Stories From The Brass Section,Anti Lilly & Phoniks
Whispered Words (Pretty Lies),4:1,Keep It Hid,Dan Auerbach
Jezebel,3:58,Blood from a Stone,Eric Krasno
Regular Pussy,3:8,The Great Unknown,Favored Nations
Love Vigilantes,3:45,Around The Well,Iron & Wine
Find Yourself,5:36,Sampler,Lukas Nelson and Promise of the Real
1969,4:09,The Stooges,The Stooges
Communion Cups And Someone's Coat,2:05,Around The Well,Iron & Wine
This Must Be The Place,3:54,Sing Into My Mouth,"Iron & Wine, Ben Bridwell"
Damn Rooster,3:73,The Carrier,Dirtwire
Touch,2:4,Touch,Exmag
Vision Fiberoptics,5:68,Pushing Through the Pavement,"The Polish Ambassador, Sean Haefeli"
Name For You,3:16,Heartworms,The Shins
Should Have Known Better,5:13,Carrie & Lowell,Sufjan Stevens
22 (OVER S∞∞N),2:8,"22, A Million",Bon Iver
Bitter Truth,3:05,Beast Epic,Iron & Wine
Boy With a Coin,4:09,The Shepherd's Dog,Iron & Wine
Walking On A Dream,3:31,Walking On A Dream,Empire Of The Sun
September,3:58,"The Essential Earth, Wind & Fire","Earth, Wind & Fire"
Time Moves Slowly (feat. Samuel T. Herring),4:56,IV,"BADBADNOTGOOD, Samuel T. Herring"
Go With It,4:39,Half Shadows,"TOKiMONSTA, MNDR"
Fineshrine,3:5,Shrines,Purity Ring
Drunk Walk,3:14,Come To Life,Eliot Lipp
Church,5:9,Coolin' Off,Galactic
Atticus Cobain,3:81,"America, Location 12",DISPATCH
Not Old Yet,3:19,Tangle Of Time,ALO
"Girl, I Wanna Lay You Down",3:65,Fly Between Falls,"ALO, Jack Johnson"
So Easy,4:16,Melody AM,Röyksopp
Eple,3:64,Melody AM,Röyksopp
Sparks,5:41,Melody AM,Röyksopp
In Space,3:52,Melody AM,Röyksopp
Poor Leno,3:96,Melody AM,Röyksopp
A Higher Place,4:52,Melody AM,Röyksopp
Röyksopp's Night Out,8:17,Melody AM,Röyksopp
Remind Me - Radio Edit,3:61,Melody AM,Röyksopp
She's So,5:39,Melody AM,Röyksopp
40 Years Back \ Come,4:76,Melody AM,Röyksopp
Blad,3:15,Brownswood Electric,letherette
Linger,2:04,In Evergreen,"Rhoda, Lion Detective Club"
You're Real,2:85,In Evergreen,"Rhoda, Lion Detective Club"
Dope Vhs Master,5:24,Fame & Fortune,Desmond Cheese
Bisou Magique,4:15,Melody's Echo Chamber,Melody's Echo Chamber
Paint Me Silver,3:75,The Weather,Pond
Dashboard,4:1,We Were Dead Before The Ship Even Sank,Modest Mouse
Evermore,4:66,Last Place,Grandaddy
Sunday,4:86,A Thousand Leaves,Sonic Youth
Gravity Rides Everything,4:33,The Moon & Antarctica,Modest Mouse
My Only Swerving,5:24,El Ten Eleven,El Ten Eleven
Lady Don't Tek No,3:62,"Now Look What You've Done, Lyrics Born! Greatest Hits",Latyrx
The Love,3:57,"The Gettin' Off Stage, Step 1",People Under The Stairs
Souvenir,3:76,So The Flies Don't Come,"Milo, Hemlock Ernst"
Talk 2 Me (feat. Kerry Roy),2:89,Pink Label,"Psymun, Kerry Roy"
Missed,2:56,Missed,Greyhat
She Knows,4:56,Low Light,Sean Hayes
You,3:61,Lucky Shiner,Gold Panda
The Bulldog,3:07,The Bulldog,Lil Skate
Avril 14th,2:09,Drukqs,Aphex Twin
Candles,2:48,Monsters (Original Motion Picture Soundtrack),Jon Hopkins
Reckoner,4:84,In Rainbows,Radiohead
Submission (feat. Danny Brown & Kelela),3:36,Humanz (Deluxe),"Gorillaz, Danny Brown, Kelela"
Someone Great,6:5,Sound of Silver,LCD Soundsystem
Some Kind of Nature (feat. Lou Reed),3:0,Plastic Beach,"Gorillaz, Lou Reed"
Empire Ants (feat. Little Dragon),4:73,Plastic Beach,"Gorillaz, Little Dragon"
Lost In Thought,6:28,Opalescent,Jon Hopkins
Not Going Back To The Harbour - Dauwd Remix,4:23,Low Tide,"Lanterns on the Lake, Dauwd Muhammad"
The Wider Sun,2:58,Insides,Jon Hopkins
Nomind,2:11,Metronom,FloFilz
Grind (Lex),3:9,"Bang, Vol. 3",Mr. Carmack
When The Tequila Runs Out,4:75,We're All Gonna Die,Dawes
Young and Dumb,3:53,Recreational Love,the bird and the bee
Counterfeit,3:6,Counterfeit,Spree Wilson
Runnin' - Philippians RMX,5:52,Labcabincalifornia - Deluxe Edition,The Pharcyde
Dunes,4:3,Sound & Color,Alabama Shakes
Sunny,2:91,The Sunny Album (Deluxe Edition),Hippie Sabotage
You Will Return,3:98,Magnetica,"Quantic, Alice Russell"
Give Your Love,2:0,Sleep Cycles,Neat Beats
Fine Corinthian Leather,6:08,Baboon Strength,Charlie Hunter
Digging Holes,4:16,Mexico,Icarus Himself
Something from Outer Space,6:04,She Makes Me Feel EP,Vibe Street
January Tape Part 3,9:5,January Tape,Cut Copy
Old 45's,3:8,White Women,Chromeo
Mt. Wolf - Life Size Ghosts - Catching Flies Remix,4:24,The Stars,Catching Flies
Sweet Dreamz,2:39,LucidDreamingSkylines,"Psymun, K.Raydio"
Never Ever - Edit,3:57,Never Ever (Edit),"Röyksopp, Susanne Sundfør"
Reefs,1:93,Corals,Fujitsu
Roses,1:59,For Her,wüsh
The Warning,4:86,The Warning,Hot Chip
Dots,3:1,Beats That Collected Dust Vol. 2,DJ Premier
The Quiet Things That No One Ever Knows,4:03,Deja Entendu,Brand New
Crystal Baller,4:26,Out of the Vein,Third Eye Blind
Black Dog - Remaster,4:92,Led Zeppelin IV (Deluxe Edition),Led Zeppelin
Batu,4:24,Batu,Jason Nolan
The Next Afternoon,2:86,Reality EP,Mr. Carmack
Can't Do Without You,3:94,Our Love,Caribou
Aminals,3:31,Cerulean,Baths
Concept 1,5:13,Still Life,Kodomo
Reach For The Dead,4:79,Tomorrow's Harvest,Boards of Canada
Fahrenheit Fair Enough,6:67,Fahrenheit Fair Enough,Telefon Tel Aviv
Drifting,3:31,Swimming Pool Summer,Capital Cities
Breathing Underwater,5:74,Choose Your Weapon,Hiatus Kaiyote
Bees,5:39,The Milk of Human Kindness,Caribou
Paris,3:4,Nabuma Rubberband,Little Dragon
Trainwreck,3:3,and the Anonymous Nobody...,De La Soul
Sexy Bitch,1:52,and the Anonymous Nobody...,De La Soul
Greyhounds,5:44,and the Anonymous Nobody...,"De La Soul, USHER"
Snoopies,4:25,and the Anonymous Nobody...,"De La Soul, David Byrne"
It's That Talk Again,4:02,It's That Talk Again,Broken Bells
Slow Country,3:62,Gorillaz,Gorillaz
Sound of the Sea,5:42,Set in Stone,Stick Figure
Amber,3:52,Greatest Hits '93 - '03,311
Dabbington,2:53,Meanwhile...Back at the Lab,Slightly Stoopid
Submersible,4:45,Submersible,Passafire
Mercy,3:53,Midnight Landing,10 Ft. Ganja Plant
Fortress,4:17,Summer in Abaddon,Pinback
Penelope,4:78,Blue Screen Life,Pinback
Underworld,3:45,The Night Took Us in Like Family,"L'Orange, Jeremiah Jae"
Born Too Late,4:69,Warm Blanket,Dent May
La Edad del Futuro,5:03,Glue Trip,Glue Trip
This Beat,4:84,Mushroom Jazz 6 (Unmixed Online Version),The Jazzual Suspects
Down In Flames,4:16,Altitude & Oxygen,Cleopold
Get Along (feat. Anderson .Paak & Blu),4:39,Sunrain,"Elements of Music, Anderson .Paak, Blu"
Espoir,4:04,Romance,Darius
Now You Know My Name,4:33,The Derevolutions,The Derevolutions
Suede,2:91,Yes Lawd!,NxWorries
Dream,4:66,Dream,Autograf
Exclamation Point,3:2,The Second Album,"Latyrx, Forrest Day"
Tennessee Love,4:9,Love Story,Yelawolf
Staring at the Ceiling (feat. James Petralli),3:59,Echo Hotel,"The Echocentrics, Adrian Quesada, James Petralli"
Strictly Bongo,5:37,The Everlasting Blink,Bent
La Californie,2:93,La Beat Tape,Souleance
"Oh, Loretta!",4:49,"Oh, Loretta!",Sex on Toast
Water No Get Enemy - Edit,9:86,Best of The Black President,Fela Kuti
Laura Corporeal,5:06,Abysma,Geotic
Cocaine Model,4:25,The Nightday,ZHU
Mistadobalina,4:23,I Wish My Brother George Was Here,Del The Funky Homosapien
The Mulatto (Afrodite),3:14,Neopolitan (Deluxe Edtion),Dorsh
Lazy Soul,4:48,Drum EP 2,Mux Mool
Echoplex (feat. Mai),4:43,Illumination,"Miami Horror, MAI"
Jungle,5:26,Notion - EP,Tash Sultana
Not In Love - Radio Version,3:78,(II),"Crystal Castles, Robert Smith"
Where the Sky Hangs,3:85,Kindred,Passion Pit
Time,5:18,55,The Knocks
I'm So Confused,3:99,Give It Up - EP,Goldensuns
She's My Collar (feat. Kali Uchis),3:49,Humanz (Deluxe),"Gorillaz, Kali Uchis"
Stay Close,2:83,Stay Close - Single,Anth M
Maxxxin,1:6,High Maintenance: Original Music (Season 1),Chris Bear
Gap in the Clouds,4:67,Harmless Melodies EP,Yellow Days
Brighter,4:68,Bloom,RÜFÜS DU SOL
I Can’t Cope,3:74,Are You Curious?,The Leers
Wood,5:71,Wood,Rostam
Mr Magic (Through The Smoke),3:93,Frank (US e-Version),Amy Winehouse
Oh My,3:31,Don't Read This. You Will Be Kissed...,"Camino 84, Sidney Gish"
Lotus Blossom,4:33,One Bad Habit,Michael Franks
Get Your Shit Together,3:83,Pillowfight (Deluxe),Pillow Fight
White Lies - The Tailors Remix,4:38,White Lies Remixes,Max Frost
Boys Life,5:04,Best Blues,Small Black
Pigs (Three Different Ones),11:43,Animals,Pink Floyd
Left Hand Suzuki Method,3:21,Gorillaz,Gorillaz
Barnacles,5:09,Sharpen Your Teeth (Bonus Track Version),Ugly Casanova
These Walls,5:02,To Pimp A Butterfly,"Kendrick Lamar, Bilal, Anna Wise, Thundercat"
Into The Ocean,4:0,Foiled,Blue October
Saturdays,3:63,Bright Like Neon Love,Cut Copy
Feel The Love,4:46,In Ghost Colours,Cut Copy
Excursions,3:91,The Low End Theory,A Tribe Called Quest
Rap Promoter,2:22,The Low End Theory,A Tribe Called Quest
Butter,3:65,The Low End Theory,A Tribe Called Quest
Verses from the Abstract (feat. Vinia Mojica & Ron Carter),3:98,The Low End Theory,"A Tribe Called Quest, Vinia Mojica, Ron Carter"
"Show Business (feat. Diamond D, Lord Jamar & Sadat X)",3:89,The Low End Theory,"A Tribe Called Quest, Diamond D, Lord Jamar, Sadat X"
Vibes and Stuff,4:3,The Low End Theory,A Tribe Called Quest
Infamous Date Rape,2:89,The Low End Theory,A Tribe Called Quest
Everything Is Fair,2:97,The Low End Theory,A Tribe Called Quest
Jazz (We've Got),4:17,The Low End Theory,A Tribe Called Quest
Skypager,2:2,The Low End Theory,A Tribe Called Quest
What?,2:48,The Low End Theory,A Tribe Called Quest
"Scenario (feat. Busta Rhymes, Dinco D & Charlie Brown) - LP Mix",4:17,The Low End Theory,"A Tribe Called Quest, Busta Rhymes, Dinco D, Charlie Brown"
Nothing Thought,4:1,Sonnymoon,Sonnymoon
Inspector Norse,6:99,It's Album Time,Todd Terje
Drive,4:8,Drive,Milo
Where Is My Other Half,3:58,Where Is My Other Half,Dead Horse Beats
Asphalt Funk,4:65,Seeds,Tea Leaf Green
Hostage,4:52,Close Eyes to Exit,Klangstof
A1,5:98,Darkside,DARKSIDE
Huggin & Kissin,4:43,Big Black Delta (Deluxe),Big Black Delta
CPU,4:2,Vicious Lies and Dangerous Rumors,"Big Boi, Phantogram"
Summer,4:48,Oracolo,Skinshape
Go It Alone,4:15,Guero,Beck
Apparition,3:65,…And The Battle Begun,Rx Bandits
Thrills,2:98,b-sides and rarities,CAKE
Ruins,5:57,Portico Quartet,Portico Quartet
Real Slow (L D R U Remix),4:47,Real Slow (Remixes),Miami Horror
Rebirth of Cool,4:99,Rebirth of Cool,DJ Cam Quartet
Get Loud,5:22,The Universe Inside,STS9
All The Time,3:92,Bahamas is Afie,Bahamas
Run for Your Life,3:93,Big Grams,Big Grams
She Can’t Leave Me Here Alone Tonight,2:68,In the Shower,HOMESHAKE
Giving Up On You - Ticklah Remix,3:88,Giving Up On You (Ticklah Remix),"Wild Belle, Victor Axelrod"
Extreme Northern Lights,8:41,Solar Maximum,Majeure
Out of Pocket,3:38,Man About Town,Mayer Hawthorne
Opal Waltz,3:72,Dazed & Confused,Supernaive
Work This Time,4:61,Oddments,King Gizzard & The Lizard Wizard
Powa,5:06,W H O K I L L,Tune-Yards
Animals Garden,1:91,For The People Like Us,Klaus Layer
A Night Thought,3:3,"Moon, Wisdom & Slackness","Pigeondust, Sugarloaf"
Overexpressed,3:31,"All Good Records: Freshly Baked, Vol. 01",Birocratic
Liquid Silver,4:23,Colors of Jazz 2,Blazo
Strange Wolf,2:29,Vermilion,Dirty Art Club
Friday Night (feat. Panthurr & Jeff Kaale),2:17,Way of Life,"Brock Berrigan, Panthurr, Jeff Kaale"
Passage,3:63,Passage,Birocratic
"Music Sounds Better With You - 12"" Club Mix",3:93,Total Music: Dance Classics Vol. 1,Stardust
Ghost of the Night Tide,2:33,Vermilion,Dirty Art Club
New Love,3:59,Late Nights / Early Mornings,Handbook
The Celebration Song,2:87,Four Walls and an Amplifier,Brock Berrigan
Loveless - Edit,4:3,Loveless,Lo Moon
Groovin',3:56,Kahunastyle,"Flamingosis, Yung Bae"
Reels: Miss McDonald's & Gillespie's,2:44,Traditional Music of Ireland,Seamus Walshe
Her - Original Mix,7:09,If I Ever Feel Better,Theo Kottis
"Fantasy in C Minor, BWV 919",2:21,"Glenn Gould plays Bach: 6 Partitas BWV 825-830; Chromatic Fantasy BWV 903; Italian Concerto BWV 971; The Art of the Fugue BWV 1080 (excerpts); Preludes, Fugues & Fantasies","Johann Sebastian Bach, Glenn Gould"
Gettin' It Done,5:11,You'll Understand,Ross from Friends
FEAR.,7:68,DAMN.,Kendrick Lamar
.sleep,1:38,What a Day EP,Ajmw
Stimulus,4:57,Another Point of View,Moods
U Betta,3:67,U Betta,Machinedrum
I Don't Know and I Don't Want to Know,3:1,Discography 2015-2016,In Love With a Ghost
You're Cute,3:71,You're Cute,Tennyson
Darkest (Dim),5:15,Creature Dreams EP,"TOKiMONSTA, Gavin Turek"
Dive,2:01,En Amor EP,DrewsThatDude
In July Focus,2:41,EP 1,letherette
Langsette,3:45,EP 3,letherette
Momma,2:51,Last Night On The Planet,letherette
Rayon,4:51,Refresh,letherette
nowhere,4:33,nowhere,"josh pan, X&G"
Do You Believe in Soulmates,2:16,Do You Believe in Soulmates,josh pan
LONG DISTANCE,3:66,Escapism,Sam Gellaitry
We've Never Met but Can We Have a Cup of Coffee or Something,3:33,Let's Go,In Love With a Ghost
Getting to Know You,5:02,Desire,Spazzkid
Faded - Lido Remix,4:4,Faded (The Remixes),"ZHU, Lido"
Tokyo Narita - Freestyle,2:43,Tokyo Narita (Freestyle),"Halsey, Lido"
Don't Mean a Thing,5:81,Lustmore,Lapalux
Unravel,3:28,Unravel,Warhola
How I Feel,4:35,How I Feel,"Moods, Sam Wills"
Moscow Nightlife,2:88,"The Soviet Tape, Vol. 1","Fulgeance, DJ Scientist"
Choco / Mog,2:0,Lyon - EP,Devonwho
Because I Feel Synths,4:49,Because I Feel Things,VRWRK
The Less I Know The Better,3:61,Currents,Tame Impala
Start Again (feat. Andrea Cormier),4:11,The Other Day,"Pomo, Andrea Cormier"
After Dawn,4:52,Letherette,letherette
Dangerous,3:86,Dangerous,"Umii, B. Bravo, Reva DeVito"
Walking By Myself - Single Version,2:79,Chicago Bound,Jimmy Rogers
The Sky Is Crying,2:77,Shake Your Money Maker: The Best Of The Fire Sessions,Elmore James
My Babe - Single Version,2:7,The Essential Little Walter,Little Walter
Going Down,3:41,Getting Ready... (World),Freddie King
Ain't No Sunshine,3:41,Bring 'Em In,"Buddy Guy, Tracy Chapman"
,0:0,,
Invisible Man,3:32,The Thurl Tape,A-1
Tangerine Girl,4:41,RetroHash,Asher Roth
Happy,2:8,Mecury Rising,"Rae & Christian, Mark Foster"
Yo Sweets,3:43,Settle For Greatness EP,Najee The 1
Moonwalker,3:98,Guggenz 2k16,Guggenz
Warm Thoughts,3:81,Flume,Flume
Faba,10:0,Never Odd or Even,Dopapod
Into The Mirror,5:18,Omni,Minus the Bear
Ttktv,6:7,Live from the Dentist Office,Injury Reserve
Take a Picture,3:6,Tuxedo II,Tuxedo
Dusk (Digital Bonus),4:0,Photay,Photay
Dirty Laundry - Heavy Load,5:08,Spin Cycle,"Laura Silberberg, Skratch Bastid, Afiara Quartet"
Treble Chair,6:42,Expanding Anyway,Morning Teleportation
Good Looks,4:06,Good Looks,Girlyboi
Blossom,4:0,Blossom,Dreamers Delight
Bat Box 9,2:38,Damn EP,Houdinne
Jamflowman,7:97,Natural Evolution of Consciousness,Twiddle
Sin the Moon,8:87,Gods and Devils,Shark Quest
Bones,3:23,Crumb,Crumb
After Hours (Extended Euro Mix),8:33,The Gathering,Living Legends
Star Fucker,4:59,Vert,Wildhood
Shapeshifter Blues,6:7,The Slowdown,Pilote
A Vision Complete,2:96,It Once Had Been Kind,Paris Monster
1-5-9,4:86,Koi Child,Koi Child
Black Fur,4:86,Seeds in Sand,Elder Island
Bet Dap Goom Bown,3:47,Bet Dap Goom Bown - Single,20syl
Can't Wait,4:21,Caught Up,"Taylor Bense, Greg Paulus"
How Long...,7:52,Phone.Keys.Wallet,Cbdb
All Is Forgiven,5:78,All Is Forgiven,Alekesam
I Had a Real Good Lover,6:54,Mouthoil,The Shouting Matches
Crave You,3:91,Down To Earth,"Flight Facilities, Giselle"
hej,2:17,hej,rysk
Permission To Love,4:41,Permission To Love,Hayden James
Float Away,5:48,Do You Want More,Robbie Rivera
Stop the Dams,5:65,D-Sides [Special Edition],Gorillaz
Hong Kong,7:23,D-Sides [Special Edition],Gorillaz
Revolving Doors,3:43,The Fall,Gorillaz
Learning For Your Love,6:51,Work,"Marcus Marr, Chet Faker"
One Life Stand,5:36,One Life Stand,Hot Chip
On Your Side,4:14,Meraki,"Opiuo, Russ Liquid"
Mbira Beat,5:05,Caught in the loop,GoldFish
Life Itself,4:69,How To Be A Human Being,Glass Animals
Gooey,4:82,ZABA,Glass Animals
Bend,3:43,Bend,Chet Faker
Fall Together,3:4,Fall Together,"Pomo, Harrison Brome"
Summer Breeze,2:04,Summer Breeze,Wodoo Wolcan
"Good Thoughts, Bad Thoughts",9:4,Standing On The Verge Of Getting It On,Funkadelic
Ego - Lou Teti Remix,7:16,Ego,Drop Out Orchestra
Lies We Told,2:84,Lies We Told,"Fallen Roses, B dom"
Phantasm (feat. Nicole Millar),3:32,Phantasm (feat. Nicole Millar),Cosmo's Midnight
No One - Kayge Calypso & DUNN Remix,3:54,Majestic Casual - Chapter 3,MOTHICA
Capsized,3:69,Are You Serious,Andrew Bird
Tomorrow Comes Today,3:23,Gorillaz,Gorillaz
Slow Country,3:62,Gorillaz,Gorillaz
Saturnz Barz (feat. Popcaan),3:03,Humanz (Deluxe),"Gorillaz, Popcaan"
Andromeda (feat. DRAM),3:29,Humanz (Deluxe),"Gorillaz, DRAM"
Busted and Blue,4:62,Humanz (Deluxe),Gorillaz
Let Me Out (feat. Mavis Staples & Pusha T),2:93,Humanz (Deluxe),"Gorillaz, Mavis Staples, Pusha T"
Ticker Tape (feat. Carly Simon & Kali Uchis),4:48,Humanz (Deluxe),"Gorillaz, Carly Simon, Kali Uchis"
Night Moves,4:94,Roosevelt,Roosevelt
Wait Up,4:37,Roosevelt,Roosevelt
Intro,1:52,Roosevelt,Roosevelt
Polish Girl,4:4,Era Extraña,Neon Indian
,0:0,,
"...I Miss You so Much (Parts. 1, 2 & 3)",4:7,Cosmic Surgery,Neat Beats
"I Love You, Vashti...",1:71,Cosmic Surgery,Neat Beats
Origami Space Ship,2:86,Cosmic Surgery,Neat Beats
On the Beach - Short Edit,3:51,On the Beach,Nora En Pure
Graffiti on a Tuesday Night,4:34,Cosmic Surgery,Neat Beats
